org_name,org_uuid,long_description,,
PAIRIN,9ce476a9-8529-1b2b-3618-8cc26ba314ce,"PAIRIN is a social enterprise company that uses friendly science to personalize career exploration, hiring, and professional development. It aims to make education relevant and hiring equitable. PAIRIN's My Journey product is a workforce process management platform that personalizes career exploration, job matching, and skill development for education, workforce programs, and governments.",,
PATH EX,52e8fca7-949c-7450-1afd-c8c329292ab9,"PATH EX has developed a proprietary technology to selectively separate and capture bacteria and toxins from human blood, for the treatment of sepsis. Sepsis, a life-threatening condition that commonly presents itself as a blood-borne infection, is the number one cause of death in the ICU and is the largest cost on their healthcare system. PATH EX is taking a novel approach by capturing and removing intact bacteria from the blood rather than trying to kill the infection with broad spectrum antibiotics. The PATH EX device is effective regardless of bacteria type or drug resistance. The PATH EX technology has the potential to reduce diagnostic times, treatment costs, readmission rates, and sepsis related deaths.",,
PDM Automotive,63c9d291-afa1-4d79-8f41-14285705bc6f,PDM Automotive helps automotive parts brands and resellers maintain and deliver real-time product data across all their selling channels. PDM’s platform is a real-time source of truth for product data that uses intelligent automation to improve data quality and streamline delivery.,,
PE Accounting,ae749e4f-a892-2a8d-bdcb-12ef3efc4ff2,PE Accounting hjälper dig att få koll på ditt bolags ekonomi. Vi erbjuder såväl redovisningstjänster som ett nytänkande affärssystem. Allt helt digitalt.,,
PECA Labs,3ddad9a7-08d1-b487-dd26-c0e78a1a652a,"PECA Labs is a Carnegie Mellon and UPMC spin-off dedicated to bringing better medical devices to orphan populations, with an initial focus on the pediatric cardiovascular system. Our first product, the MASA Valve, is a novel synthetic heart valve for a rare pediatric cardiac reconstructive procedure. The MASA Valve has already received a Humanitarian Use Device (HUD) designation from the FDA, and 70 human implantations of the intra-operatively constructed version have shown improved freedom from re-operation compared to any currently available option. PECA Labs was founded in 2011 and is based in Pittsburgh, Pennsylvania.",,
PEP-Therapy,cf64a34a-4b94-8336-3aec-797836e67adb,"PEP-Therapy is a biotechnology company developing first-in-class peptides as targeted therapies for severe diseases, with an initial focus on cancer. PEP-Therapy develops Cell Penetrating and Interfering Peptides (CP&IP) for the intracellular delivery of targeted therapies. These active compounds penetrate cells and block relevant intracellular protein-protein interactions, thus inhibiting key pathological mechanisms.",,
PFP Cybersecurity,4c339cb0-8b5b-4eb5-a461-e22a101eba27,"PFP is an agile (cloud-based or on-premise) platform that uses dynamic power behavior analysis to detect dangerous implant-based attacks in hardware, firmware, and configuration. PFP constantly monitors the power behavior of devices/IoT in data centers, critical infrastructure, and more; then, data is sent to the cloud where PFP detects malicious actors; dashboards display continuous monitoring and/or are alerted. Remediation occurs with or without human interaction. PFP then has continuous monitoring 24/7 which authenticates, detects, and remediates.",,
PIPPA&JEAN,a7a42d65-aba0-36dc-7635-6d040b98af99,"PIPPA&JEAN is a social selling community that empowers women to lead self-determined lives. PIPPA&JEAN Style Coaches showcase jewellery, accessories and other lifestyle products at exclusive Style Partys and in their personalised Online Boutiques. PIPPA&JEAN takes care of everything else - from training, sourcing, storage, and invoicing to delivery. It is their vision is to encourage more than 100,000 woman to become successfully independent entrepreneurs and to fulfill their dreams. In doing so, they proudly uphold their company values based on ''Initiative'', ''Quality'' and a ''Do Good'' attitude.",,
PLOWZ & MOWZ,7b58c842-fb77-a972-715d-6408818c529e,"PLOWZ & MOWZ is a smartphone app for Residential Snow Removal and Lawn Care. It offers the on-demand, contract-free seasonal services you need to spruce up home property year-round. Their fleet of five-star contractors can take care of almost anything between their driveway and door. PLOWZ & MOWZ was founded in 2014 and is headquartered in Syracuse, New York, United States.",,
POM - The Peace of Mind Company,f91c0202-171a-2edf-ea94-66e38091a78c,"POM Partners provides life and workforce safety solutions through its security platform that pioneers leading-edge personal and enterprise-level security innovation to mitigate security risk. Founded in 2014 and is based in Newark, New Jersey, United States.",,
POMM,1b6233a4-636e-f725-27db-dd1272931941,"The patented POMM device features an attractive range of secured usages, addressing the pressing needs of the digital-age user, and often replacing the wide-open and easily hackable mobile apps. To date, these protected private usages include: Picture & Video Gallery, Camera, Contacts, Secured Dial, Notes, Calendar, Emails, Docs and more.",,
POSpulse,9e136d53-eb09-e268-b901-349230841acb,"POSpulse is the Agile Consumer Response company, providing leading industry segments with more transparency and excellence to better market their products and services. With an app based community of 800.000 people globally and the proprietary app ''Streetspotr'', POSpulse generates insights along the entire customer decision journey: at home, out-of-home and directly at the point of experience (POE). In November 2018, POSpulse acquired 100% stock of Streetspotr GmbH.",,
PS of Sweden,a86d7e77-4fad-4776-a6f7-a6acacc70ea6,PS of Sweden design and production of anatomical bridles.,,
PTO Exchange,1983e787-46d4-4762-9252-5ef7325b9290,"PTO Exchange helps companies and employees transform the value of paid time off. With PTO Exchange, you can trade some of your unused time off for goods and services to make your next vacation even better, you can donate to any non-profit, or you can share some of your time with a fellow employee.",,
PV Nano Cell,b1f1a83f-360a-9f71-308f-f597e797fd9b,"PV Nano Cell focuses on developing disruptive technology that achieves significant cost reduction in the manufacturing process of silicon cells through inkjet printing of inks based on nanometric materials. It features Inkjet printing, a well-known printing technology in many industrial fields, is penetrating the electronic market in general, and the silicon solar cell field in particular. It was founded in 2010 and headquartered in Migdal, HaZafon.",,
Pacemaker,a64f156a-e482-b466-9b76-96bc2c2f06b9,"Powered by its AI DJ technology Pacemaker provides a simple DJ mix creation and social consumption experience. And with its proprietary metadata file format the Recipe, they make DJ mixes an integrated part of revenue generating music services.",,
Packlane,d64a8e2c-0c7e-cfeb-5ff7-879d178a4cd3,"Packlane makes it easy and affordable for small businesses to design and order custom boxes and packaging online. Through Packlane's online store, customers can apply their own branding and artwork to various packaging styles, get an instant quote, and preview their box designs in full 3D.",,
Pagecloud,9ff9c392-0572-22a4-630c-1fb442bedbaa,"PageCloud is a browser-based website creation platform with a simple goal: to democratize the web, giving the whole world the ability to create and share online. This innovative, professional-grade website creator lets users build and edit websites with a powerful editing experience not seen on the web before. Many world-firsts, like the ability to import layers directly from Photoshop, make PageCloud the world’s most innovative website creator. No need to code or learn complicated back-end user interfaces, and no rigid templates. Thanks to PageCloud, anyone with a browser and an Internet connection now has the ability to create websites that are truly their own.",,
Paiblock,4f460ae9-e82c-9330-8fa7-5e365215dc9e,"For people who enjoy a digital lifestyle, Paiblock is a platform that provides a secure place to gather and connect all the dots of the digital life. Paiblock includes a powerful set of AI tools that helps banks, brands and retail businesses leverage data to understand their customers in order to better serve them.",,
Paladin,6b499cf6-28de-f456-242d-54e3622bc1ee,"Paladin creates an easy way for lawyers to find cases they’re passionate about and to capture impact data for the benefit of all. It helps legal teams sign up for pro bono opportunities, enables coordinators to track the lawyers’ work, and which captures some of the stories and impact that the lawyers are making through their efforts. Paladin was founded in 2015 and is headquartered in New York, USA.",,
Palico,23a2acbd-bee1-ce3e-22c3-6c1d0e11821f,"Palico is the leading digital marketplace in the world dedicated to streamlining Private Equity Secondary and Fundraising transactions. Since establishing itself as a fintech pioneer in 2012, over 3,000 limited partners and over 5,000 general partners from more than 100 jurisdictions have joined Palico’s online marketplace.",,
Palmap,72539d10-961f-44e5-0779-be6485d7bdd7,"Palmap is the largest indoor map data and location based service provider. It devotes to providing professional indoor map, positioning, big data analysis based on position services to commercial complexes, tourist destinations, hospitals, exhibitions, transportation centers, educational places and etc. Palmap has the largest indoor map database in China, which currently accumulated 20,000 sets of indoor maps, 3,500,000 of POI (Point of Interest). The database covers 350 cities around China and includes 79 different types of buildings. The map engine has 2D, 2.5D, 3D forms on demonstration, and the map is in vector format which supports rotating, zooming, rendering, navigating and other functions. In purpose of bringing comprehensive solutions to operators and high quality experience for traffics, Palmap strives to research and develop in modern positioning technology on both WiFi and BLE. With high accuracy map and positioning technology, Palmap positioning engine achieves 3-5 meters precision for WiFi positioning and 1-3 meters for BLE positioning. Palmap provide visual demonstration on analyzing the positioning data based on the WiFi cloud side positioning principles on people. The dimensionality of the positioning data are passenger flow, average duration of stay of passenger, contrast of old and new passengers, frequency on visiting of passenger, trajectory of passenger, and the analysis result will be demonstrated by customer profile and hotspot graph. This system has been applied to commercial complexes, transportation centers and so on. It helps the operators to enhance their operating management so that they can do precision marketing and structural configuration optimizing to improve the service standard. Palmap was founded by Yang Zhang on December 10, 2012 in Shanghai, China.",,
Palturai,4b2a8f48-1a5c-6019-9f7b-ccfa330dad41,"Palturai provides visualization tools and business intelligence, using data exclusively from official sources.",,
PamBio,b81fa6d6-e104-330c-dd10-2eab10ab9e6b,PamBio is a pre-clinical stage biotechnology company developing drug therapy for acute bleeding conditions.,,
Pandascore,13134397-49c1-67db-f5fd-7a0a1238aec8,"PandaScore provides statistics and odds for the top esports competitions globally. We’re building the data infrastructure that will take the industry to the next level using AI and deep esports expertise. Top teams, bookmakers, fantasy apps, and media companies use PandaScore to get the best esports data. Join us and take part in building the future of esports.",,
PandoDaily,81044ae1-22af-08d6-ea5d-4ce8cacf17bd,PandoDaily is a news site which covers the technology startup ecosystem. It was founded in 2012 by [Sarah Lacy](/person/sarah-lacy).,,
Panintelligence,0027fbc1-9b90-4e8b-b0c4-1a0f12567268,Panintelligence is an industry-agnostic AI and analytics solution for you to embed within your own software. Empower your customer base to simplify complex data and drive decisions.,,
Panorama Point Partners,760e7205-13bc-08ac-4cfd-6822e51eb4a3,"Panorama is a growth private equity firm based in Omaha, with professionals in Palo Alto, Denver, and NYC, having deep roots in Mid-America and Silicon Valley. Over $125M in committed capital from leading family offices, foundations, and entrepreneurs worldwide in Panorama Point Partnership, LP (Fund I), and Co-Investments. Panorama is raising its second investment fund, Panorama Growth Partners, LP (Fund II) – targeting $200M. Founded on 25 years of investment experience by Stephen J. George, who was previously the Co-Founder and CIO of Capricorn Investment Group, a $5B private investment firm; and Clarey L. Castner, the former CEO of the University of Nebraska Foundation. Commenced operations in 2013 with the mission to be the most dynamic and rewarding private equity partnership worldwide. At the core of Panorama’s investment philosophy is to invest in compelling, hard-to-access diversified growth-stage companies across the risk-reward spectrum.",,
Paps,c6ee907f-bef3-4e48-b70b-944a835b5153,"Paps is a transport and logistics company that offers innovative distribution and delivery solutions to companies and merchants. The company's e-commerce platform helps companies and traders with scheduling and tracking deliveries on a real-time basis. It offers the distribution of documents and parcels, storage of goods in a secure warehouse that meets standards, and delivery of insured parcels in relay point or last mile. It also provides professional services such as management and repayment of cash on delivery, provision of couriers, management of returns, collection, and periodic reporting. The Dakar, Dakar, Senegal-based company was founded in 2016",,
ParLevel Systems,ce413c86-d6db-2852-97cd-4ea990b9d0ad,"ParLevel develops hardware and software to provide intelligent solutions to the vending industry. The company's first product, ParLevel Box, retrofits both dinosaur-old vending machines as well as newer machines, and gives them a voice. This device, can connect almost any vending machine in the U.S. This has never been possible before. All of the vending machines' activity is reported to a cloud-based, easy-to-use, and real-time vending management system where vendors can get full insight into their business, reduce operational costs, and maximize profits.",,
Parabole.ai,b59c2337-5992-aa84-7d58-0f5940430fc0,"Parabole.ai they provide services for enterprise to specific cases, such as contract management for procurement teams, metadata (discovery and validation) for enterprise data governance, ESG, AML monitoring and mitigation for compliance, as well as alpha-generating applications for the manufacturing, banking, insurance, healthcare, and pharmaceutical industries.",,
"Paragon Genomics, Inc.",5b38cecf-3d05-28a2-73f4-de362120cb11,"At Paragon Genomics, we develop and commercialize rapid, easy-to-use, ultra-high multiplex PCR-based target enrichment solutions for Next-Generation Sequencing (NGS). Our proprietary CleanPlex® background-removing technology enables NGS customers to develop targeted sequencing assays that are accurate, sensitive, and simple, yet cost effective. Our technology is applicable to many fast-growing NGS segments such as cancer research, liquid biopsy, biomarker discovery, genomics-guided breeding, companion diagnostics, and immunotherapy monitoring.",,
Paragon Intel,983319e5-7cf8-4625-a160-b7a07f424202,Paragon Intel is a management analytics firm that has combines talent from the investment and technology industries.  The company's products seek to provide new ways of measuring what matters in an executive and how their skills and track record impact company performance.,,
Paralenz,66e9d955-950d-49a9-8564-a257efbc6bd4,Paralenz develops technological solutions for underwater activities with a main focus on diving.,,
Parallel Wireless,006685e2-fb79-1473-7ce9-9828995c53a2,"The Parallel Wireless team has experience building every component of the cellular network through its evolution from 2G, 3G to 4G. For the past three years, our team has been reimagining the architecture of the cellular radio access network (RAN) to address the challenges presented by HetNets and the evolution to 5G.",,
ParallelDots,f969db6c-6c27-36f1-9662-6f6023f1022f,"ParallelDots is an image recognition tool that automatically checks retail shelf compliance from store images. Using the ParallelDots ShelfWatch platform, CPG manufacturers can immediately discover in-store execution gaps and fix them to drive sales and category growth.",,
ParcelPoint,20d3d14a-4d83-b8a4-4c68-5e523ec832be,"ParcelPoint is the easy way to receive and return your online purchases – at your local store, when it suits you. Are you busy and often out during the day? Transform your online shopping experience with ParcelPoint. No more missed deliveries. No more waiting in line at the post office. They are Australia’s largest network of extended-hours parcel collection points. Choose from more than 1,200 trusted stores, open late and at weekends in convenient locations around Australia. They work with leading retailers and delivery companies, so look out for ParcelPoint when you shop at your favourite online stores.",,
Parcelly,0f86f3b0-d050-6159-c9cf-dab67968b00f,"Parcelly is the UK’s first and most advanced provider of carrier and retailer agnostic Pick-up and Drop-off (PUDO) technology. Enabling over 2,500+ collection points in the UK, GER, ESP and MENA to resolve industry problems associated with first- and last-mile delivery. Our core belief is that receiving, returning and sending parcels should be convenient, efficient, simple and above all sustainable - powering the new reality of retail. Parcelly's innovative, multi-award winning approach helps reduce the number of driver destinations and delivery attempts, whilst driving air quality improvements and white van traffic reduction in congestion zones. From hyper-local to global, Parcelly is the omnichannel technology powering the future of parcel distribution. LOCAL SHOP OR BUSINESS Customer convenience, additional footfall, increased cross-selling opportunities & a new revenue stream. No set-up costs or bulky equipment; compatible with any webshop or carrier worldwide. Parcel collection points are managed entirely via smartphone and can control the size & number of parcels to receive. SELLING ONLINE Improved online shopping experience with a last- and first-mile solution that fits busy lifestyles. Available on-demand with or without API integration at checkout. Guaranteed increase in first-time delivery rates. Cost savings through the reduction in customer service enquiries & compensation claims. CARRIER OR SHIPPER Access to a nationwide, carrier agnostic PUDO network. Seamless compatibility, smart delivery route & resource capacity optimisation. Fully customisable, on-demand click&collect technology with real-time tracking of delivery status & customer feedback. CORPORATE OR LARGE ENTERPRISE Avoid rising corporate mailroom costs and benefit from a sustainable click&collect and return service, reducing the number of non-business related parcel deliveries.",,
ParentSquare,cca0c5dd-0bed-3d51-8ffd-9d3a2e06a0e7,"ParentSquare is a Santa Barbara startup, passionate about better connecting schools with families to improve student outcomes and school success. To that end, they are constantly innovating and thinking about how they can improve old ways and bring about new ways to communicate, interact, and build relationships. ParentSquare was incorporated in 2011 and is headquartered in Goleta, California.",,
Parity Technologies,a4c6dadf-1525-1bdd-1348-04de79d41c46,"Parity is an infrastructure and innovation focused company building platforms and applications. Parity's work combines cutting-edge cryptography, cellular system, peer-to-peer technology and decentralised consensus architectures.",,
Park Diamond,d3416561-d23d-372b-a5b3-3a370446e027,"Park & Diamond provides ultra-portable and collapsible bike helmets as an alternative to the bulky designs saturating the market. The company was founded in 2015 and is headquartered in Brooklyn, New York.",,
Parkable,d3bc5f45-e4c5-4a81-86e2-716fc8eb63c1,Parkable is a sharing economy platform for car parking that allows companies and individuals to rent out their empty parking bays and provides staff parking management solutions for enterprises and small businesses.,,
Parrable,eb1d85db-0d82-3730-0d4e-9afd7069fff4,Parrable is a privacy-friendly identification platform.,,
Parse,0c5a0b80-a984-f759-e1f1-36124b033619,"Parse offers cloud-based software developer kits that enable users to create apps for desktop, mobile, and embedded devices. Its product portfolio is comprised of Parse Core to save data in the cloud; make the app social; run custom app code in the Parse Cloud; schedule recurring tasks such as sending engagement emails, updating data, and long running computation; share data between platforms; and get a local datastore and Parse dashboard. The company also provides Parse Push for creating, scheduling, and segmenting push notifications; and Parse Analytics to find and fix crashes, measure app usage, optimize push campaigns, track custom analytics, and measure growth analytics. Parse is based in San Francisco, California. Currently, it operates as a subsidiary of Facebook.",,
Part & Parcel,71f15332-da4e-451d-8b5b-3794632df868,"Part & Parcel is a community commerce platform for plus-size women, selling apparel and footwear plus to plus. Founded by Lauren Haber Jonas, with the belief that plus-size women deserve a world that’s rich with options in clothing, community and opportunity. Lauren set out to create the kind of shopping experience she never had as a plus-size woman herself. Where she could feel genuinely welcomed and no longer an afterthought. Where shopping for clothes could be a source of joy and affinity. With a selling model that would provide a flexible path to prosperity for plus-size women.",,
PathoVax,fff6e989-d35b-7dc2-8b59-578f25451217,"PathoVax is a biotech start-up from Johns Hopkins commercializing RGVax, the world’s first low-cost Human Papillomavirus (HPV) vaccine targeting all clinically relevant types. Current vaccines target some cancer-causing HPVs and only focus on sexual transmitted types, resulting in low uptake due to the incomplete coverage and social stigma. Established animal studies have confirmed RGVax’s protection against all 15 oncogenic types and the added coverage against skin HPVs positions RGVax as a childhood vaccine, allowing unrivalled early market entry in a segment with superior uptake.",,
Pathy Medical,b6ab4d44-2cd2-44cb-8daa-ec51e32b6229,"Pathy Medical is a manufacturer of surgical illumination devices intended to achieve greater surgical visualization, lower cost, and easier-to-use alternatives to traditional forms of current surgical illumination. The company's devices are small, sterile, disposable surgical devices that slide onto the end of an electrocautery pencil, providing bright, cordless, immediate, surgeon-directed light precisely where the surgeon is operating.",,
Patientory,a4937863-6299-e071-0623-b517053f1a9b,"Patientory is empowering people to take charge of their own health. They’re revolutionizing the way doctors and patients interact and gain access to information, cutting out all layers and processes that currently are stumbling blocks in care coordination. They connect doctors, care providers, and consumers all within a single, secure platform – creating a care team that works together to provide the best care.",,
Patriapps,2996d6c3-d68b-4e0b-b52a-3c10c058eba6,"lettrs is a social messaging app that enables users to share signed, translated, and networked mobile-to-mobile letters. It was launched by Drew Bartkiewicz and Araceli Bartkiewicz in Brooklyn, New York.",,
Pattern Health,fa32e653-6feb-da6a-73a3-ba4f7f221cee,"Pattern Health is a digital health platform that helps researchers and clinicians create validated real-world programs. Behavioral science and data-driven personalization can be seamlessly integrated to increase engagement and adherence. Fueled by a shared mission to help more people live healthier, happier lives, Pattern Health collaborates with researchers and clinicians across the entire life cycle of digital health — from idea to impact.",,
PatternEx,4a31f247-01b7-2034-ba89-b28311eddc1a,"When your goal is to bring Artificial Intelligence to InfoSec, you better have the skills to back it up. Knowing the scope of the problem we were attacking, we set about identifying and recruiting the top minds in four key areas: Artificial Intelligence, distributed systems, operational security, and go-to-market. This team and the advances in information technology that they have produced-- Active Contextual Modeling--are changing the world of information security. For the better.",,
PayByCar,123ae96c-0271-4768-bc95-a113a0e7e922,"PayByCar, the in-vehicle payment innovator, makes it easier and safer than ever for people to pay drive-up retailers while in their cars. Using the toll transponders drivers already have and love, PayByCar eliminates payment hassles and security risks so people can get back on the road in no time. More exciting announcements coming soon.",,
PayGarden,74f2506b-82d5-fd22-95d7-4423ba633c94,"PayGarden works with leading gift card networks so that they can accept payments from gift cards from hundreds of top brands. From clothing, to electronics retailers, to coffee brands, PayGarden gives them the widest reach into unused gift cards.",,
PayGo Energy,f87ed22a-ebdc-ecdc-9936-426621879c14,"Globally, three billion people cook with biomass. The use of open fires and inefficient cookstoves with fuels such as wood, charcoal, and kerosene causes serious environmental and health impacts that disproportionately affect underserved communities. PayGo Energy is a revolutionary cookstove solution and distribution system that enables consumers to access clean and efficient fuel at a price point that is within their daily energy budget.",,
PayLead,8b6d0c17-db20-429b-aec5-bcc00ad780c1,"PayLead is revolutionizing customer knowledge by unleashing the potential of transaction data! - Using transaction data, a fundamental paradigm shift: Access to transaction data is the latest revolution to rock the world of data. It offers economic players an unprecedented opportunity to build on ultra-engaging data that is independent from purchasing channels and highly predictive. - PayLead, the French FinTech pushing boundaries: PayLead is a Fintech specialized in transaction data analysis. Thanks to their expertise in Artificial Intelligence, they enhance the value of payment flows and offer financial institutions and merchants the keys to incomparable customer knowledge while complying fully with a “privacy by design” policy. - Financial Institutions & merchants, tomorrow’s winning synergy: PayLead creates new alliances between these economic players to help them come together to find brand new solutions and disrupt their business models. In bringing them together, PayLead enables each stakeholder to fully gauge the purchasing preferences of their customers and prospects. - ALO®, a powerful and seamless experience serving customer relationships: Their Account-Linked Offer is the latest technology enabling all transaction data to be collected, and not just bank card payments. Thanks to both their data science expertise and the customer knowledge generated by ALO®, PayLead creates smart loyalty programs based on precise and high-performance propensity modeling. Financial institutions are now in a position to offer their customers relevant, distinctive and innovative advantages in the shape of wholly personalized commercial offers based on their purchasing behavior and financed by merchants. - Reinventing financial institutions: from safe-box to inspiring prescriber: PayLead offers financial players the opportunity to enhance consumer experience by enabling them to recommend their customers offers adapted to their purchasing history, directly via their banking interfaces (web and mobile). Customers receive offers of advantages from retailers in line with their expectations, and once a purchase has been made, a cashback reward is directly credited to their bank account. - Reorienting merchant strategy, from an age of mass marketing to one of personalized recommendations PayLead transforms transaction data into an actual “physical cookie” for merchants, enabling them to target customers better and offer them recommend their customers wholly personalized* commercial offers based on purchasing behavior and preferences, using banking platforms as ultra-confidential channels. What are the key advantages for financial institutions? o Positioning themselves as prescribers that help customers to consume better, based on their own preferences, while giving them greater purchasing power o Meeting high customer expectations by offering them a personalized banking experience o Proposing a much more attractive banking experience than just expenditure lines on a bank statement! o Enhancing the value of payment means that are losing momentum o Developing personalized up-selling and cross-selling strategies o Creating new sources of revenue What are the key advantages for merchants? o Targeting customers with a genuine affinity for a merchant’s brand or activity sector, to improve the transformation rate o Boosting store traffic during off-peak hours o Organizing targeted customer acquisition campaigns, loyalty campaigns and reactivating lost customers o Increasing the average basket o Rewarding loyalty with cashback and increasing the value perceived by customers o Managing investment with a 100% performance-based model, while reducing advertising pressure *Cashback rewards designed by their merchant partners and directly credited to customer accounts held with their bank partners involved in the offers.",,
Paydrive,dd82055f-1cfe-c0af-5580-96d72f40c367,"Paydrive is a Stockholm, Sweden-based company that provides a digital insurance product for drivers that is customized to the way of driving. It provides Paydrive Pay-As-You-Drive car insurance. The company aims to challenge the traditional insurance models and create smarter solutions adapted for a modern, digital world, with the insurance premium based on people's driving habits. The Paydrive customers install a device in their car, in order to have the associated risk factors and miles registered, and thus directly impacting the price of the insurance premium.",,
PayinTech,2238f29b-376a-533a-ac77-cf2defe2416f,"In 2010, Bertrand Sylvestre-Boncheval and Jean-Rémi Kouchakji created a payment solution which relies on wristbands and handmade payment terminals to manage payments at HEC’s student bar. The system was then improved to scale up from tens to thousands of consumers. In 2012, they equipped the Hadra Trance Festival, the first 100% cashless festival in Europe, managing cashless payments of 14, 000 festival-goers at the festival’s bars and food stands. Two fundraisings of 1.1 million of euros in 2015 and of 4.5 million of euros in 2017 allowed the company to invest substantially in R&D and products and to diversify itself on all private payment markets. The main investor is La Caisse des Dépôts et Consignations (equivalent to the French sovereign fund). Nowadays, PayinTech is a worldwide fintech leader in cashless systems. The added value has always been the same: simplify transactional systems while allowing corporate customers to increase their on-site revenues, optimise management costs and to improve their users’ experience. Since 2015, PayinTech equips resorts, amusement parks, stadiums, events, local authorities, life bases, companies and NGOs in 16 countries from Europe, Africa, the Middle-East, Latin America and South-East Asia.",,
Payr,21cd93aa-56d9-e698-88cc-8f91eba78833,"Payr is an award-winning financial tech company & our mission is simple: to improve peoples financial lives We help our users live more fulfilling lives and create product experiences that people love using science, psychology and technology Our mobile banking app gives users control and financial wellness. Our marketplace reinvents their relationship with products, then pair them with better-suited service providers.",,
Paysa,b2f5646a-7e8f-675c-6695-afed66896ee3,Paysa is a firm that has a personalized & up-to-date compensation transparency source that helps employees understand their market compensation and help achieve it in the labor market.,,
Payscout,bbf5713e-4ea4-5205-b787-1499c67cb8c3,"Payscout is a global payment processing provider connecting merchants and consumers via credit, debit, ATM, and alternative payment networks. Payscout offers payment processing solutions for brick-and-mortar and ecommerce transactions, and gives merchants instant access to 100+ countries, billions of consumers and trillions of dollars.",,
Peak Design,2dded6ac-86fc-8413-c1ef-68e770367557,"Peak Design is a design company that engineers professional grade camera accessories for photographers of all types and abilities. It is on a mission to enable photographers, adventurers, and outdoors enthusiasts to better capture the beautiful world around them. They do this by designing and building innovative, thoughtfully composed, ultra-durable products that are easy to use and versatile. Right now they are helping people better transport and physically manage their cameras, and providing new ways to shoot action video. In the future they will continue to tackle other pain points that photographers and outdoors enthusiasts face. They believe that wherever you go and whatever you do, your camera should be right there with you.",,
PeakMed,49b694a5-9a82-37a2-dfed-2e70335175dc,"PeakMed not only offers conventional care such check-ups, physicals and diagnosis, but also wellness care, urgent care and much more. At PeakMed Direct Primary Care, there are no long waits, rushed or impersonal appointments. Members can schedule same or next day appointments M-F between 9:00AM – 5:00PM, ask general questions by email, and reach their doctor for emergency medical advice by telephone or text 24 x 7. PeakMed Direct Primary Care is advancing access in Doctor/Patient relationship-based health care at an affordable price. We think that you will find the concept of PeakMed exceptionally refreshing, transparent, cost effective, and most importantly good for your long term health as well as your wallet. PeakMed members enjoy the benefit of making same day or next appointments with little or no wait times. There is no limit to the number of times our members can visit their doctor at PeakMed, and pre-existing conditions are never a problem. Non-urgent communications can be addressed through email during normal business hours M-F. If you need to reach a PeakMed Doctor on a weekend or after business hours, your PeakMed doctor can be reached for advice 24 hours a day 7 days a week by text or telephone.",,
Peaks,2307de2b-8826-41c8-8385-550b70e8cf06,"Peaks originated from the Old Dutch peaks pipe. That was a tube that you filled with your remaining change. After a while there was a nice amount in which you could do something fun or useful. With Peaks you can also collect your change, but then from your bank debits. A kind of peaks pipe 2.0. With this idea Tom Arends, Rutger Beens and Sijbrand Tieleman - the three founders of Peaks - went to Rabobank. They pitched, Rabobank listened and decided to invest in the concept. Thanks to the support of Rabobank, Peaks is now a fact.",,
Pearl,b28df942-54be-9473-dae3-fd10491dc610,"Pearl provides a tutoring platform for educational organizations and institutions. The company supports educators in producing real, lasting growth for their students and their businesses.",,
Pee Safe,e94a0a57-cddc-15f1-214a-70f8546e7186,"Pee Safe was started in 2013, launching the first of its kind toilet seat sanitizer. Since 2017, the company has expanded into several personal hygiene categories including feminine hygiene (pads, tampons, cups, etc), men's intimate hygiene, hand hygiene (Palm Safe), face mask and mist (Pollution Safe), while being one of the leaders in a few sub-categories.",,
Peeractive,35ba2237-ba82-006e-ee8c-9666e5a9da5f,"Peeractive is the innovation lab and parent company behind some of the e-commerce industry's most groundbreaking applications, including Drop ‘til You Shop® and Orion™. Drop ’til You Shop's patented online live-sale events have been described as “an obsessive video game” (Bloomberg), “an adrenaline-fueled tizzy of competitiveness” (TechCrunch) and “a nail-biting, multiplayer game of Deal or No Deal” (Yahoo! Finance). In addition to supercharging customer engagement, our technology monitors live user behavior to make decisions about pricing, product selection and availability, working to increase conversion rates, margins and sell-through. Our first ever publicly promoted live-sale event attracted 100,000 shoppers in just 24 hours. Orion is the most advanced engagement ring selling tool available for retailers. Our patent-pending Expert Selector rethinks the diamond buying experience by combining a revolutionary new user interface with the world’s first AI-driven jewelry and diamond platform specially optimized for quality and value over sheer quantity and price. Orion has launched as part of a joint venture with one of the largest jewelry companies in the world, with over 12,000 employees in 15 countries.",,
Peerby,a0d73aa0-efd7-1553-5488-cdf724c9e99b,"Peerby is a Dutch startup that operates a peer-to-peer sharing service for products. Users can share or request items from people in their neighborhood online, via their mobile or via social media channels. The product was launched (beta) for Amsterdam in August 2012, but the team is rapidly expanding to other areas too.",,
Peerplays,91cabee4-bc61-bf7b-2a93-c77bd2b64722,"Peerplays is the World's First Decentralized Tournament Management and Wagering Platform Built Entirely on the Blockchain .Peerplays’ provably fair gaming system is 100% open source and built directly onto the blockchain. You never have to worry about cheaters or unfair house odds, because all games take place between real players and are matched with each other through a series of on-chain smart contracts.",,
