org_name,org_uuid,long_description
Hopin,2dc02e3a-14cc-4a65-a5ab-73dd60ac8ff6,"Hopin is a live virtual events platform that enables attendees to connect, learn, and interact with people anywhere. The platform allows users to create live online events that are interactive and personal whether they are hosting a live training workshop, bringing a company’s remote team together, or launching a full-scale digital conference. It hosts virtual events such as large-scale tech events, major international conferences, and even weddings that bring users together. Attendees can network one-on-one, break out into group sessions, watch keynote presentations, send chat messages and polls, and explore interactive expo areas. Johnny Boufarhat established the company in London, England in 2019."
Horizon Robotics,e56017e2-7692-6514-8f0d-f98189ab253d,"Horizon Robotics is a provider of energy-efficient computing solutions for advanced driver assistance systems (ADAS) and autonomous driving (AD) for smart vehicles, with the mission to make human life safer and better. As a pioneer to commercialize embedded passenger-vehicle ADAS and AD products in China, Horizon Robotics is committed to enhancing next-generation smart driving experiences by integrating hardware and software, including low-power hardware computing solutions and open software development tools. By closely collaborating with a community of partners, Horizon Robotics offers products and services that enable an open ecosystem of smart vehicle transformation."
HotSpot Therapeutics,62a05990-b82e-422d-9317-e8b3cdf06c2c,"HotSpot Therapeutics is a biotech startup that focuses on the development of allosteric therapies targeting regulatory sites on proteins. It develops a therapy platform to discover medicines and provide proper treatment to identify hotspots and locate pathway treatments for cancer, metabolic and rare diseases, leverages a database of hotspot structures, harnessing the power of data science in its multidisciplinary approach to drug discovery, and helps patients to get treatment against several diseases. HotSpot Therapeutics was founded in 2017 and is headquartered in Boston, Massachusetts."
Housecall Pro,0f57a3af-e8e7-2b5e-a635-ed5af4caf52e,"Housecall Pro is a developer of a mobile software platform used to connect back-end business operations and homeowners. It is a full-service tool that enables service professionals to run their entire business on their smartphone and complimentary web portal. The tool is offered at a competitive low cost and supports service professionals with all aspects of their workflow, including job scheduling, customer database, invoicing and payment processing, and technician dispatch. Housecall Pro was established in 2013 and is headquartered in San Diego, California."
Hozon,d54c912b-e11f-49a8-9d31-522540519c78,"Hozon integrates hardware products and software services through innovative technology research and development, intelligent manufacturing, and multi-channel sales services. Through the development of electric, intelligence, and connectivity, they are committed to creating cost-effective Intelligent electric vehicles of high quality, providing users with a simple, intuitive, and comfortable travel experience."
Hua Medicine,15738b3e-cd1c-8bfb-3d70-f921c449130b,"Hua Medicine is a clinical-stage, innovative drug development company in China, focused on novel therapies for the treatment of diabetes and CNS disorders. Founded by pharma industry veterans and funded by a premier group of international VC investment firms such as Fidelity Asia, Fidelity Biosciences, ARCH Ventures, Venrock, SAIL and WuXi Ventures, the company has in-licensed from major pharma, world-wide rights to a potential best-in-class, oral drug for the treatment of Type 2 Diabetes which utilizes a novel mechanism of action."
Hubilo,4edec80d-3273-7a10-94f8-8558cf69f32e,"Hubilo is an all-in-one virtual and hybrid event platform offering an engaging and interactive event experience. It helps event planners and organizations across the world reimagine the future of events and navigate the ever-changing event landscape. Engagement with a deeply branded experience, paired with Hubilo's proactive and full-time customer success team ensures every event run on the Hubilo platform executes perfectly every time."
Hugging Face,b7947f18-b199-45ac-b7da-66f5c52fcfbc,Hugging Face is an open-source and platform provider of machine learning technologies. Hugging Face was launched in 2016 and is headquartered in New York City.
Huitongda,d1c1c555-731e-b213-15f6-afc64f1d2ede,"Huitongda (汇通达) is a Chinese logistics service company providing home appliance supply chain services for the township market. The company is mainly focused on household appliance categories such as air-conditioning, color TV, refrigerator, washing machine, kitchen, and others. Huitongda’s business strategy combines online and offline sales, and it pays special attention to the market of township household appliances. The company has branches that cover the Jiangsu province and some areas of Shandong and Anhui, and has trained more than 3000 retail outlets in China’s township. Headquartered in Nanjing, Huitongda was established in January 2008."
Huma,b741c5f3-ebc6-1c53-6f1e-8fbdbd028a79,"Huma is a global health technology company that provides a modular platform to support digital 'hospitals at home' across different disease areas. Its platform combines predictive algorithms, digital biomarkers, and real-world data to advance proactive, predictive care and research. The company was founded in 2011 and is headquartered in London, England."
Human Interest,4fb73c00-6d4b-e196-ceb7-5cdebe42732d,"Human Interest is a 401(k) provider that makes it easy for small and medium-sized businesses to help their employees save for retirement. The company built an end-to-end technology to solve administrative and compliance problems for small and medium-sized businesses. It also offers easy and affordable employee retirement plans and helped thousands of businesses across America to offer retirement accounts to their employees. In 2015, the San Francisco, California-headquartered company was formed by Paul Sawaya and Roger Lee."
Hummingbird Bioscience,fd044c2d-dd56-495f-b999-175d10af2078,"Hummingbird Bioscience uses systems biology to develop insights into disease biology and applies computationally guided platforms to discover and engineer breakthrough biotherapeutics. The company is pursuing a broad pipeline of first drug candidates across multiple challenging targets with strong biological validation and disease association, including lead assets: HMBD-001, an anti-HER3 antibody, and HMBD-002, an anti-VISTA antibody, for the treatment of cancer. Hummingbird has established strategic collaborations with Cancer Research UK and Amgen, and has been awarded a product development grant from the Cancer Prevention and Research Institute of Texas."
HungryPanda,5fc24a1f-42c6-4409-a046-4aa3b407b881,"Headquartered in London, the UK, HungryPanda is a specialist food delivery platform to providing authentic Chinese food and groceries to Chinese compatriots and students abroad since its establishment in 2016. With its business footprint in more than 60 major cities across the UK, France, Australia, New Zealand, the US, Canada and so on, HungryPanda is the global leader in delivering Chinese food and groceries with the extensive market coverage, highest user traffic as well as annual transaction volumes. The success is built upon a large vertical with specialized needs and underpinned by its industry leading operational efficiency and proprietary technology . For HungryPanda, customers are always at the centre of its business and the company is committed to offer one-stop-shop solutions for overseas Chinese. The interface design of HungryPanda APP is highly in line with end users’ preferences and it has built an efficient distribution system in order to create an advanced food and retail ecosystem. Our Vision： HungryPanda’s vision is to become the global market leading platform that enables overseas Chinese business in the food industry and connects oriental food to all consumers who enjoy it. Our Mission: • Connecting merchants to consumers via our state-of-the-art online platform and industry leading delivery service; • Consolidating the end-to-end value chain of the overseas Chinese food industry to leverage efficiency and scale; • Creating business opportunities via our far reaching business network and digital solution"
Hydrostor,23a29975-d14a-88cb-5188-25b07af9daf9,"Hydrostor provides an Advanced Compressed Air Energy Storage (A-CAES), a technology uniquely suited to enable the transition to a cleaner, more reliable electricity grid. A-CAES provides grid services that are not readily replicated by other storage technologies, giving it unique market potential. It flexibly addresses bulk electricity system needs for dispatchable capacity, renewable integration and optimization, transmission deferral, and ancillary services, and is ideal for use in behind-the-meter or remote applications for mines and large industrial operations. Hydrostor’s solution delivers low-cost, long-duration bulk energy storage (hundreds of MWs, 4-24+ hours) that is synchronous and emission-free and can be located where required by the grid, including the ability to replace retired fossil fuel plants and the need for a new transmission. ​ Hydrostor offers a complete solution including financing and warranty, working with leading EPC providers to help deliver solutions globally."
Hyliion,bb2a0bf1-afb0-44e3-928b-83081c24ac27,"Hyliion is a provider of electrified powertrain solutions for the commercial vehicle industry. Its solutions utilize its proprietary battery systems, control software, and data analytics combined with fully integrated electric motors and power electronics, to produce electrified powertrain systems that either augment—in the case of Hyliion’s Hybrid systems—or fully replace—in the case of the fully electric Hypertruck ERX system—traditional diesel or natural gas-fueled powertrains and improve their performance."
Hyperchain Technologies,bc44cd1f-7dac-42da-8918-3a72e48163fb,"Qulian Technology is an international leading blockchain team with all core team members graduated from Zhejiang University, Tsinghua University and other first-class universities at home and abroad, and Academician Chen Chun of the Chinese Academy of Engineering acted as chairman of the board. The company has a team of nearly 200 people, 90% of whom are technicians, more than 10 have doctoral degrees and 140 have master's degrees. The core competitiveness of the company is Hyperchain bottom technology platform. This platform ranks first in the technical evaluation of several large and medium-sized financial institutions. It is also the first batch of bottom platforms to pass the Blockchain Standard Test of the China Electronics Standardization Institute (CESI) and China Academy of Information and Communications Technology (CAICT) of Ministry of Industry and Information Technology (MIIT). It has applied for 28 patents in blockchain related fields."
Hyperconnect,b999ce8b-9de4-d175-54d1-9a5e98abd480,"Hyperconnect is a global technology company based in Seoul, South Korea, that provides video and AI-powered social discovery products. Hyperconnect’s vision is to power a ''Hyperconnected humanity free from loneliness'' and its mission is to ''connect people through shared interests and creating enjoyment'' Hyperconnect is an exciting and fast-growing Korean IT company with a global team of 350+ employees from 20+ nationalities across 7 global offices. Hyperconnect generates 90%+ of its revenue in markets outside of South Korea, recording total sales of 1,689 billion won (US$137 million) in 2019. With its flagship product, Azar, the company pioneered a new era of social discovery as the world’s first app to commercialize WebRTC technology for mobile. Azar revolutionizes the way people make new friends and experience new cultures through a machine learning-powered 1-to-1 video chat interface. Azar is now one of the largest video communication platforms in the world, having generated over 500 million downloads and 90 billion new connections. Azar was ranked fifth in the 'Google Play worldwide non-game app sales ranking in December 2019' and fourth after Tinder, Netflix, and YouTube in 'Europe's total non-game app sales ranking in 2019' (Sensor Tower). Hyperconnect’s video and artificial intelligence technology powered the development of Hyperconnect’s latest hit product, Hakuna Live, a social live streaming service with over 15 million downloads. Hyperconnect’s products are powered by the latest in machine learning-based image and video technology, which creates an exciting and engaging experience for users – while ensuring the highest standards of community safety. Hyperconnect’s in-house technology efforts are amongst the world’s best, having earned Hyperconnect numerous global accolades. In 2020 and 2019, Hyperconnect was accepted at ‘INTERSPEECH’ (an annual conference hosted by the International Voice Communication Association) for research in the field of speech recognition technology. Hyperconnect was also recognized at “ICCV 2019” for its 'Marionette' facial reenactment technology and in 2018 at the ''Low Power Image Recognition Challenge (LPIRC)'' held at CVPR (Computer Vision Pattern Recognition) for its world class contribution to the field of image processing."
Hyperscience,a8cd1383-1221-ec09-11fb-82d8076f31d4,"Hyperscience is a technology company that develops AI-based enterprise software designed to automate office work processes. The software uses machine learning to process structured and semi-structured documents, automate data entry, extract key details from invoices, and reconcile compliance-driven data to enable businesses to streamline complex processes automatically and increase productivity. It aims to modernize mission-critical processes and operations for organizations and governments."
Hyzon Motors,6d78f32a-d8f3-4087-a7e9-b3140ba320d8,"Hyzon is a global supplier of hydrogen fuel cell-powered commercial vehicles, including heavy duty trucks, buses and coaches."
ICEYE,03c95a7e-a1fc-2073-3538-492b77846cf3,"ICEYE is building and operating its own commercial constellation of radar imaging satellites, with SAR data already available to customers. ICEYE empowers others to make better decisions in governmental and commercial industries by providing access to timely and reliable SAR satellite imagery. The company is tackling the current crucial lack of actionable information with world-first aerospace capabilities and a New Space approach. ICEYE’s radar satellite imaging service, designed to deliver very frequent coverage, both day and night, helps clients resolve challenges in sectors such as maritime, disaster management, insurance, and finance."
ICON,18241e9f-cac1-458f-9134-276cad57cc9c,"ICON develops advanced construction technologies that advance humanity. Using proprietary 3D printing robotics, software, and advanced materials, ICON is shifting the paradigm of home building on Earth and beyond. The company was founded in 2017 and is headquartered in Austin, Texas."
ICONIQ Motors,7656b40b-9cee-4721-a0e2-f4a16990039e,"ICONIQ Motors is a vehicle manufacturing company that develops all-electric, passenger-focused vehicles with supercar styling. It collaborates with the engineering and technology brands and has established strategic partnerships with Magna Steyr, Microsoft Corporation, and AKKA Technologies. ICONIQ MOTORS was founded in early 2016, by a Chinese entrepreneur, Alan Wu, and has offices in Tianjin, Shanghai, and Beijing."
ID.me,8e90d05f-a415-dad9-1b01-621527979843,"ID.me simplifies how individuals prove and share their identities online. The ID.me secure digital identity network has more than 72 million members with over 145,000 new subscribers joining daily, including 29 states, 10 federal agencies, and over 500 retail brands. The company provides identity proofing, authentication, and group affiliation verification for organizations across sectors. ID.me technology meets the federal standards and the company is approved as a NIST 800-63-3 IAL2 / AAL2 conformant credential service provider by the Kantara Initiative. ID.me is the only provider with video chat and is committed to “No Identity Left Behind” to enable all people to have a secure digital identity."
IN8Bio,cc701f93-f25a-49ee-9d43-1da5ecef8a1b,"IN8bio is a clinical-stage biopharmaceutical company focused on the discovery, development and commercialization of gamma-delta T cell therapies for the treatment of cancer. Gamma-delta T cells are naturally occurring immune cells that embody properties of both the innate and adaptive immune systems, and can intrinsically differentiate between healthy and diseased tissue. IN8bio’s DeltEx platform employs allogeneic, autologous and genetically modified approaches to develop novel cell therapies, which are designed to effectively identify and eradicate tumor cells. IN8bio is currently conducting two investigator-initiated Phase 1 clinical trials for its lead gamma-delta T cell product candidates: INB-200 for the treatment of newly diagnosed glioblastoma and INB-100 for the treatment of patients with leukemia undergoing hematopoietic stem cell transplantation. IN8bio also has a broad portfolio of preclinical programs focused on addressing other solid tumor types."
INBRACE,31fec3c1-afa3-6a82-7a4b-32550896670a,"Swift Health Systems is a stealth stage medical device company developing INBRACE: a revolutionary, easy to use, wide indication, personalized orthodontic system hidden behind the teeth. Our patented self-guiding technology uses light and continuous forces to gently correct your smile with less pain and fewer doctor visits. INBRACE is FDA registered and a catalyst for disruption in orthodontics. INBRACE increases the number of people who will seek orthodontic treatment by addressing the top concerns for patients while driving practice growth for clinicians. Our platform leverages digital treatment planning, computer modeling, and direct digital manufacturing to create a scalable, patient customized solution that delivers the standard of care across the entire range of orthodontic cases."
IQM Quantum Computers,b0f71e17-bc64-42bb-9608-da173cc668db,"IQM is the pan-European leader in building quantum computers. IQM delivers on-premises quantum computers for supercomputing data centres and research labs and offers full access to its hardware. For industrial customers, IQM delivers a quantum advantage through a unique application-specific, co-design approach. IQM is building Finland’s first commercial 54-qubit quantum computer with VTT, and an IQM-led consortium (Q-Exa) is also building a quantum computer in Germany. This computer will be integrated into an HPC supercomputer to create a quantum accelerator for future scientific research. IQM has over 190+ employees with offices in Paris, Madrid, Munich, and Espoo."
IRL,f1d1698a-bb53-4b06-a802-2a3acd6e8f72,"IRL is the place for Social Messaging! Follow your friends, join groups you relate to, and chat! IRL super-charges your social life! IRL is one of the top Social Apps, and it’s accessible through all your devices. Friends - Follow all your friends on IRL! Chat with them and see the events they are interested in. Use it to discover what you might have missed and plan something to do! Groups - Create groups around your interests and discover people that have the same interests as you. Make new friends, or get closer with someone you know already. Groups can be public or private, you decide who joins. Events - Events you create and join get added to your IRL Calendar so you can manage your busy days. Create events and invite your groups, make it easy to plan for clubs and activities! Birthday parties on IRL are always more fun. Chat - Chat on groups and events, create polls, and send gifs! Chat with your clubs, friends, school groups, or family. Have a chat with 2, or be a part of a worldwide chat! Chat more together. Find out why Apple named us ''Our Favorite'' in Social and upgrade your life today ;) The company was founded in 2019 and is headquartered in San Francisco, California."
ITeos Therapeutics,63f7f6a0-0422-d6ab-c8c1-56dd937c6fe9,"ITeos Therapeutics is a private biotechnology company targeting the metabolism of the tumor microenvironment to develop small molecule immunomodulators for cancer treatments. iTeos is building its activities upon the unparalleled expertise of the Ludwig Cancer Research (LICR) – a world-class Research Institute in the fields of tumor immunology, therapeutic cancer vaccines, cancer biology, and translational medicine in cancer. iTeos endeavors to develop small molecules designed to target the tumor microenvironment by inhibiting cancer-induced immune suppression. Targeting such resistance mechanisms will enhance the clinical efficacy of both standards of care treatments as well as the newer immunomodulatory therapies based on the blockade of immune checkpoints (e.g. anti-CTLA4, anti-PD1, and anti-PDL1 antibodies)."
IXcellerate,a9d87be6-22ba-bc94-1a57-7c841af96650,"IXcellerate is an unparalleled Carrier Neutral Data Centre in Moscow, which is comparable to the quality of data centres in America and Western Europe. IXcellerate offers pure-play co-location designed to meet the standards of financial institutions, MNCs, international carriers and major content operators. IXcellerate provides clients with a bespoke solution aimed towards solving their unique requirements. Located within the MKAD of Central Moscow, IXcellerate Datacenter can provide basic co-location or private and secure cages. As a carrier-neutral facility, affordable and resilient connectivity will be available within Moscow, Russia and the entire World."
IceKredit,f4441456-6e89-8a94-8cc8-b68e4344a31c,"IceKredit Inc. is an international AI company with seven global offices. Our headquarter is located in Shanghai, and we have branches in Nanjing, Shenzhen, Chengdu, Changzhou, Beijing and Los Angele. We are dedicated to innovatively apply AI related technologies to make all-rounded credit evaluation of individuals and SMEs. Founded at the beginning of 2015, IceKredit Inc.has obtained total investment of nearly 100 million USD after Series Pre-C round."
Icosavax,f6bf02dd-9954-4a8a-8bc6-356efd649e7d,"Icosavax is a biopharmaceutical company leveraging its innovative virus-like particle (VLP) platform technology to develop vaccines against infectious diseases, with an initial focus on life-threatening respiratory diseases. Icosavax’s VLP platform technology is designed to enable multivalent, particle-based display of complex viral antigens, which it believes will induce broad, robust, and durable protection against the specific viruses targeted. Icosavax’s pipeline includes vaccine candidates targeting respiratory syncytial virus (RSV), human metapneumovirus (hMPV), and severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Icosavax was formed in 2017 to advance the breakthrough VLP technology from the Institute for Protein Design at the University of Washington with the goal to discover, develop, and commercialize vaccines against infectious diseases."
Illumio,45a43b37-887c-1932-13f1-2f1c21752f60,"Illumio is a cloud security company that stops cyber threats of unauthorized communications through adaptive segmentation. It is a data center and cloud security company led by veterans with deep experience in virtualization, networking, and security hailing from industry leaders such as VMware, Cisco, Juniper, McAfee, and Nicira. It was established in 2013 and is headquartered in Sunnyvale, California."
Immunai,7e4f6f27-f31f-4e8b-919a-c90ab2a778f5,"Immunai is a biotech company that combines single-cell genomics with ML algorithms to enable high-resolution profiling of the immune system. Immunai's mission is to map the entire immune system and its functions using single-cell genomics and machine learning. Immunai leverages single-cell technologies to profile cells from a blood sample, and uses machine-learning algorithms (powered by its proprietary database) to map the hundreds of cell types and their states to create an immune profile. They work on biomarker discovery and insights that identify how a cell responds to its changing environment. The company is located in New York City, San Francisco, and Tel Aviv, Israel."
Immuta,85a299b8-3ce8-e8c2-97a1-77bdec99b97a,"Immuta is the market leader in secure Data Access, providing data teams one universal platform to control access to analytical data sets in the cloud. Only Immuta can automate access to data by discovering, securing, and monitoring data. Data-driven organizations around the world trust Immuta to speed time to data, safely share more data with more users, and mitigate the risk of data leaks and breaches. Founded in 2015, Immuta is headquartered in Boston, MA. To learn more about Immuta careers, click here."
Immutable Systems,5847729e-bfa3-4ac0-a351-f250d46f9256,"Immutable develops blockchain-based eSport games designed to familiarize users with blockchain technology in a fun and user-friendly environment. Its eSports games use ethereum blockchain to transform digital asset ownership in the video-gaming industry. Immutable provides scalable blockchain infrastructure for video games, enabling organizations to bring transparency in the opaque world of in-game economies."
Imply,9de3aa1d-b639-46ad-ec6f-0b534b7c11ca,"Imply, founded by the original creators of Apache Druid, provides a complete real-time analytics platform based on Apache Druid. Imply is a multi-cloud data platform designed to deliver real-time ingestion and visualizations for event-driven and streaming data flows. Apache Druid, an open-source database created by Imply's founders, enables next-generation real-time analytics solutions. Druid is widely adopted for analyzing user activity data, digital media logs, network flows, server metrics, application logs, and many other types of event-driven, streaming data. Druid is used in production by the world's largest and most innovative companies. Imply is originating and leading a new category of data analytics focused on analytics-in-motion. With analytics-in-motion, organizations can move away from analytics solutions that are static, difficult to scale, delayed, and expensive and towards analytics solutions that are interactive, highly scalable, real-time, and cost-effective. Leading organizations worldwide leverage Imply as the engine for analytics-powered applications that they build, and/or as a complete solution to directly solve internal BI and operational analytics use cases. Imply has operations in North America, Europe, and Asia Pacific and is backed by A16Z, Bessemer Venture Partners, Tiger Global Management, Khosla Ventures, and Geodesic Capital."
Impossible Foods,ec73dcb2-972e-8982-6a5b-371c6ff18b22,"Impossible Foods focuses on developing plant-based substitutes for meat, dairy, and fish products. It selects specific proteins and nutrients from greens, seeds, and grains to recreate the experience of meats and dairy products. Founded by Patrick Brown and Monte Casino in 2011, Impossible Foods is headquartered in Redwood City, California."
Impress,cd442233-f9db-439c-bdb8-30ab6ff8ad2f,"Impress is a developer of orthodontic technology that offers invisible aligners. Impress was founded in 2019 in Barcelona with the idea of combining the best of orthodontic tradition with the most innovative technology in the sector. From the very beginning, the vision of the Impress founders was to introduce a different business model with a strong focus on medical experience and digitalization. The company is transforming the oral healthcare industry by developing its own chain of orthodontic clinics, which are characterized by their disruptive design and modern patient experience. The founders decided to build a medical company with the personal touch of in-house orthodontists, face-to-face care, and unique clinical expertise, where the proper implementation of business processes and digitalization are at the core. In less than 2 years, Impress has managed to position itself as the European leader in the orthodontic sector, has treated more than 22.000 smiles, and already has a presence in more than 80 European cities. Its innovation and quality have earned it recognition from Sifted as one of the fastest-growing HealthTech companies in Europe in 2020."
Improbable,b641a86b-50e1-f4c1-ad80-aac186ce94b3,"Improbable is dedicated to building powerful technology designed to help solve previously impossible problems and enable the creation of new realities. In gaming and entertainment, Improbable unlocks truly next-generation gameplay through virtual worlds of unprecedented scale, persistence, and richness. In other industries, they hope to help answer critical questions through simulations that could lead to a better functioning world. The company's platform, SpatialOS, lets developers transcend the limits of regular computation, allowing swarms of servers running in the cloud to cooperate in order to simulate worlds far larger and more complex than any single server could. Improbable was established in 2012 by Herman Narula and Rob Whitehead in London, England."
Imvax,c39f4858-8db0-47c9-b559-d2ec6978ff95,"Imvax is a biotechnology company focused on the development of novel patient-specific vaccines and immunotherapy strategies for the treatment of malignant gliomas and other cancers with unmet medical needs. Its product, IGV-001, is an autologous tumor cell vaccine that delivers a multi-pronged response against tumor cells by leveraging the patient’s immune system as a defense mechanism. The company was incorporated in 2015 by David W. Andrews, Craig Hooper, Arthur W. Howe, and Peter B. Corr in Philadelphia, Pennsylvania."
InCred,b9911919-e4e5-341b-eb74-dce00cea2a71,"InCred is a financial services platform that leverages technology and data-science to make lending quick and easy. It uses technology and data-science to make lending quick, simple and hassle-free. InCred offers a broad portfolio of products that cuts across affordable home loans, personal loans, education loans and SME business loans."
InVision,3707184e-8029-4da4-8101-f279db1a9c0e,"Today, more than 9 million people across global enterprises and small teams come to us when they are looking to transform the way they work together. The heart of InVision is Freehand, our online digital whiteboard. Freehand is a collaborative canvas for all the work you do. We designed it to be simple and intuitive, clearing away all the confusing clutter and giving teams the right ingredients to accomplish their specific goals. Teams use Freehand to brainstorm, create, test, and develop new ideas; unify and connect team members across disciplines and distances; and improve workflows, maintain a single source of truth, and more efficiently make actionable decisions. Our platform allows teams to collaborate at any point with stakeholders, giving individuals the visibility and know-how they require to drive work forward. InVision customers include 100% of the Fortune 100, and organizations including American Express, Adidas, Boeing, Ford Motor, Netflix, HBO, Ikea, Slack and Virgin Atlantic."
Inceptio Technology,50f53380-8e2e-4a20-a18a-1ca76c6619e0,"Inceptio Technology provides a nationwide freight network using autonomous driving trucks. It focuses on the transformation of line-haul logistics by providing a more secure, efficient, and economical Transportation-As-A-Service to logistic customers. The company's autonomous driving heavy-duty trucks utilize artificial intelligence technology, new energy technology, and logistics big data technology, providing logistics companies with efficient and safe logistic solutions. It was founded in 2018 and is based in Shanghai, China. It has R&D centers in both Shanghai and Silicon Valley."
Included Health (previously Grand Rounds Health and Doctor On Demand),d0a074a5-35b7-853a-bd69-34d15239e23a,"Grand Rounds Health and Doctor On Demand merged in 2021 to form a first of its kind integrated virtual care company to raise the standard of healthcare. We also acquired Included Health, the leader in healthcare navigation for the LGBTQ+ community and underserved populations. Later that same year, we rebranded the newly combined organization to Included Health. Included Health is a new kind of healthcare company, delivering integrated virtual care and navigation. We’re on a mission to raise the standard of healthcare for everyone. We are the only complete, connected healthcare delivery platform designed to support the unique care experience of each person. We offer our members care guidance, advocacy, and access to personalized virtual and in-person care for everyday and urgent care, primary care, behavioral health, and specialty care. It’s all included."
Incorta,303a687d-893c-1820-853e-21a9f6c18334,"Incorta is a data analytics company on a mission to help data-driven enterprises be more agile and competitive by resolving their most complex data analytics challenges. Its Direct Data Platform gives enterprises the means to acquire, enrich, analyze and act on their business data with speed, simplicity, and insight. Backed by GV (formerly Google Ventures), Kleiner Perkins, M12 (formerly Microsoft Ventures), Telstra Ventures, and Sorenson Capital, Incorta powers analytics for some of valuable brands and organizations in the world. For today’s complex data and analytics challenges, Incorta partners with Fortune 5 to Global 2000 customers such as Broadcom, Vitamix, Equinix, and Credit Suisse."
Industrious,05e1e90f-dc69-da1c-1ef7-1158bf65e800,"Industrious is a premium workplace platform, blending five-star service, and stunning design to provide an unparalleled workplace experience for established professionals. Founded in 2013 by Jamie Hodari and Justin Stewart, the company provides members with stunning offices, inviting hospitality, and inspiring communities. By transforming real estate into a personal, elegant, and high-quality experience, Industrious built the concept of co-working into a scalable platform for businesses of all sizes. Industrious has more than 20 locations across the country. Industrious is headquartered in New York, New York."
Infarm,a55129ec-1a19-a13f-360f-4f8dfaaf5253,"Infarm builds and distributes efficient vertical farms throughout cities. Infarm combines efficient vertical farms with IoT technologies and Machine Learning, to offer an alternative food system that is resilient, transparent, and affordable. The company distributes its smart modular farms throughout the urban environment to grow fresh produce for the city’s inhabitants. It was founded in 2013 and headquartered in Berlin, Germany."
Infervision,20197234-4c5f-467e-3fcd-ae2a9f524a4b,"Infervision is an AI high-tech company that uses deep learning technology and computer vision to help diagnose cancers. Beijing Infervision is an artificial intelligence high-tech company committed to applying deep learning technology to assist medical image diagnosis as efficient and accurate solutions. Infravision effectively uses various types of medical data to create clinically valued products and promotes precision analysis in the medical field, especially in assisted image diagnosis. Based on years of research preparation, Infervision launched the world's first ''Infervision - artificial intelligence precise healthcare platform'', and is the first to release intelligent X-ray assisted diagnosis products and intelligent CT assisted diagnosis products. These products are already in trials at Shanghai Changzheng Hospital, Tongji Medical College of HUST in Wuhan, and Dalian Zhongshan Hospital. The company is also engaged in academic research and has established a deep cooperative relationship with top institutions in Chinese Radiology, combining both medical science and medical technology while laying a solid foundation for artificial intelligence breakthroughs in the medical field. Infervision has established cooperative business partnerships with close to 20 Tertiary Grade A hospitals including Peking Union Medical College Hospital, Shanghai Changzheng Hospital, Tongji Medical College of HUST in Wuhan, and Dalian Zhongshan Hospital, and has successfully broken the barriers between medical data, technology, and application scenarios, creating a unique system of an artificial intelligence computing platform and precise healthcare intelligence system."
Infinidat,5f7e8123-7703-520d-8fc4-3268a15ccfb8,"Infinidat is an information technology company that offers a data storage software platform designed to store and protect numerous petabytes of data. Infinidat’s software-focused architecture, an evolution, and revolution in data management design. It specializes in the fields of storage, big data, cloud, IT, NAS, SAN, and object storage. The company was founded in 2011 and headquartered in Waltham, Massachusetts."
Infinitum Electric,7896f574-ac09-4f8d-8e01-105f52162e26,"Infinitum Electric is a motor technology company delivering lightweight and IoT-enabled electric motors. It is at the forefront of making electric motors more efficient, more durable, lighter weight, and less expensive. Their disruptive motor and control products utilize their patent-pending Printed Circuit Board (PCB) stator technology and provide broad application across multiple industries. They work with global manufacturers and industrial OEMs to customize their technology for specific applications and market segments."
Infra.Market,ebc9da35-99be-4c28-9ab8-f83a01ed948f,Infra.Market is a construction solutions Unicorn that is creating India’s largest multi-product building materials brand. We are transforming the ecosystem through leveraging technology and scaling innovation. Our product portfolio consists of a wide range of building materials as well as lifestyle products that enhance interior spaces.
Infracommerce CxaaS SA,d4180d8b-c189-c227-8e7e-e274133023a4,"Infracommerce is a full-service e-commerce and is established in 2012 with the objective of providing technology and management solutions for retail and industry. Based in Brazil, Infracommerce brings together the expertise of professionals with over twenty years experience, more than 1500 employees divided into three business units. The company's mission is to provide services and systems that enable the retailer a greater efficiency and scale while selling online. Infracommerce excels because of the constant search for technological innovation, improvement of services, and a model that optimizes the actions of customers generating greater sales performance and ecosystem efficiency."
IngageApp,5ab77663-3598-78f1-91b4-5fc836d8f460,"Xiaoshouyi develops software solutions for customer relationship, sales force, and workforce management. IngageApp provides a next-generation CRM solution by leveraging mobile social platform and big data technologies. With its SaaS and PaaS framework, the solution empowers users to engage, sell and provide services to their customers through a seamlessly integrated end-to-end process from marketing automation, sales automation, partner relationship management, to customer and field services. Founded in 2011, in 2017 IngageApp became the first Chinese CRM vendor to be named in Gartner Magic Quadrant for Sales Force Automation (SFA). More than 4,000 companies in over 20 industries use IngageApp to grow their business. Founded by Allan Shi, IngageApp is based in Beijing, China with offices across China and an R&D center in the Silicon Valley. IngageApp has raised several rounds of venture funding from leading investors like Sequoia, Tencent and Matrix Partners."
